0,name,desc,sap_cos,coder_cos,svd_cos,old_cos,new1_cos,new2_cos,selected_by,GPT3.5_TRUE,GPT3.5_FALSE,COMMON,gpt3.5,gpt4
0,CCS:223,enteral and parenteral nutrition,0.906099796295166,0.6457926034927368,0.024050746113061905,0.45659494400024414,0.290941447019577,0.3215964436531067,sap,False,False,False,0,0.5
0,CCS:70,"upper gastrointestinal endoscopy, biopsy",0.8283715844154358,0.6213403344154358,0.2865530550479889,0.6338829398155212,0.47708162665367126,0.5098978877067566,svd&old,False,False,False,0,0.75
0,CCS:71,"gastrostomy, temporary and permanent",0.8857419490814209,0.7085540294647217,-0.002442736877128482,0.416904091835022,0.3391723334789276,0.34094685316085815,coder,False,False,False,0,0.2
0,CCS:76,colonoscopy and biopsy,0.8919552564620972,0.6222661733627319,0.2055109292268753,0.6019604802131653,0.43943607807159424,0.47092485427856445,svd&old,False,False,False,0,0.75
0,CCS:95,other non-or lower gi therapeutic procedures,0.8481771945953369,0.5949364304542542,0.11035791039466858,0.5909080505371094,0.4324146509170532,0.45792949199676514,old,False,False,False,0,0.5
0,CCS:97,other gastrointestinal diagnostic procedures,0.9082096219062805,0.6166498064994812,0.18618044257164001,0.5625582933425903,0.3750571608543396,0.3991144597530365,sap,False,False,False,0,0.5
0,LOINC:10362-2,Endomysium IgA,0.8675283789634705,0.6691120862960815,0.36396855115890503,0.3254149854183197,0.39387065172195435,0.40023285150527954,svd,False,False,False,0,1
0,LOINC:10863-9,Endomysium IgA,0.8675283789634705,0.6691120862960815,0.2608146369457245,0.31857576966285706,0.4144441485404968,0.417255699634552,svd,False,False,False,0,1
0,LOINC:12239-0,Oligosaccharides,0.9166664481163025,0.6302990317344666,-0.06142102926969528,0.3005067706108093,0.3072700798511505,0.2960127592086792,sap,False,False,False,0,0.2
0,LOINC:12480-0,Angiotensin converting enzyme,0.9077944159507751,0.6489155888557434,0.015518034808337688,0.2483595758676529,0.28489187359809875,0.2845776379108429,sap,False,False,False,0,0.1
0,LOINC:13363-7,Collection duration,0.8954284191131592,0.6008301973342896,0.22854501008987427,0.32053905725479126,0.3010222017765045,0.3000515401363373,svd,False,False,False,0,0
0,LOINC:14168-9,Palatinase,0.8948171138763428,0.6267906427383423,0.2116256058216095,0.3164447546005249,0.33042067289352417,0.32831016182899475,svd,False,False,False,0,0.0
0,LOINC:14178-8,Sucrase,0.8989593386650085,0.7441884875297546,0.21131084859371185,0.36023658514022827,0.3776845335960388,0.3711529076099396,coder&svd,False,False,False,0,0.5
0,LOINC:14708-2,Endomysium Ab,0.8754683136940002,0.6467152833938599,0.21295934915542603,0.33141976594924927,0.3863723874092102,0.391663134098053,svd,False,False,False,0,1
0,LOINC:16901-1,Gliadin IgA,0.9141877889633179,0.6996904611587524,0.27564600110054016,0.32857874035835266,0.4469662606716156,0.44774356484413147,sap&svd,False,False,False,0,1
0,LOINC:1795-4,Amylase,0.923526406288147,0.6725987792015076,0.011551525443792343,0.28146323561668396,0.293906569480896,0.28891754150390625,sap,False,False,False,0,0.1
0,LOINC:1798-8,Amylase,0.923526406288147,0.6725987792015076,0.04203931242227554,0.3090445101261139,0.31002792716026306,0.3040723502635956,sap,False,False,False,0,0.1
0,LOINC:1857-2,Angiotensin converting enzyme,0.9077944159507751,0.6489155888557434,-0.05438695847988129,0.32255762815475464,0.30319905281066895,0.3006639778614044,sap,False,False,False,0,0.0
0,LOINC:20496-6,Gliadin IgG,0.9103521108627319,0.6829465627670288,0.29658231139183044,0.31552186608314514,0.40489763021469116,0.4071968197822571,sap&svd,False,False,False,0,1
0,LOINC:2053-7,Carotene,0.8787349462509155,0.5808289051055908,0.20948602259159088,0.40034112334251404,0.3610241413116455,0.35176849365234375,svd,False,False,False,0,0.1
0,LOINC:2283-0,Folate,0.8548065423965454,0.5498517751693726,0.19917574524879456,0.3964122235774994,0.38659098744392395,0.3835274875164032,svd,False,False,False,0,0.5
0,LOINC:2333-3,Gastrin,0.8964873552322388,0.6481384038925171,0.20715178549289703,0.38789811730384827,0.38989654183387756,0.3896016776561737,svd,False,False,False,0,0.2
0,LOINC:24051-5,Acid alpha glucosidase,0.9142430424690247,0.7126466631889343,0.18093983829021454,0.330627977848053,0.33301928639411926,0.32797226309776306,sap&coder,False,False,False,0,0.0
0,LOINC:24061-4,Beta galactosidase,0.8937710523605347,0.6513980031013489,0.20892122387886047,0.32303303480148315,0.3053453266620636,0.3064209818840027,svd,False,False,False,0,0.1
0,LOINC:2460-4,IgD,0.9197238087654114,0.6436322331428528,-0.0007315041730180383,0.3092428147792816,0.2908221185207367,0.28994020819664,sap,False,False,False,0,0.1
0,LOINC:2462-0,IgE,0.906658411026001,0.5942289233207703,0.03795117139816284,0.3157701790332794,0.3566436171531677,0.3563953936100006,sap,False,False,False,0,0.2
0,LOINC:25907-7,Elastase.pancreatic,0.8584544062614441,0.6236037015914917,0.22036601603031158,0.30306971073150635,0.2938043475151062,0.2928697168827057,svd,False,False,False,0,0.2
0,LOINC:31017-7,Tissue Transglutaminase IgA,0.8781062960624695,0.707354724407196,0.3287477195262909,0.36007365584373474,0.4728396534919739,0.46934670209884644,coder&svd,False,False,False,0,1
0,LOINC:32672-8,Cold agglutinin,0.9052391648292542,0.6746194362640381,-0.012047371827065945,0.2687775492668152,0.29388850927352905,0.2930294871330261,sap,False,False,False,0,0.1
0,LOINC:32998-7,Tissue Transglutaminase IgG,0.8741151690483093,0.6806094646453857,0.2697625160217285,0.34485822916030884,0.35822251439094543,0.3589707314968109,svd,False,False,False,0,1
0,LOINC:3695-4,Insulin,0.9091783165931702,0.6176032423973083,0.0008077140082605183,0.3313728868961334,0.37804558873176575,0.36977308988571167,sap,False,False,False,0,0.1
0,LOINC:38445-3,Calprotectin,0.8928348422050476,0.6582845449447632,0.2082933932542801,0.31258755922317505,0.3601601719856262,0.3549148142337799,svd,False,False,False,0,0.75
0,LOINC:60463-7,Insulin Ab,0.9068840742111206,0.6168243885040283,0.11972187459468842,0.2339097410440445,0.2671453654766083,0.2632436752319336,sap,False,False,False,0,0.1
0,LOINC:6125-9,Gluten IgE,0.9431065917015076,0.713481068611145,0.06832282245159149,0.290417343378067,0.34252503514289856,0.33408960700035095,sap&coder,False,False,False,0,0.5
0,LOINC:7893-1,Gliadin Ab,0.9201288819313049,0.7074388265609741,0.2967149615287781,0.36986637115478516,0.38243454694747925,0.38478419184684753,sap&coder&svd,False,False,False,0,1
0,PheCode:008,intestinal infection,0.9217886924743652,0.697160542011261,0.05623938888311386,0.5248029828071594,0.5377281308174133,0.5252692699432373,sap&new1,False,False,False,0,0.2
